letra,artista
aint nothin wrong with it  i dont wanna give you the wrong impression i need love and affection and i hope im not sounding too desperate i need love and affection love love love love and affection love love loveeeeeee and affection  oh baby im not asking for the world maybe you can give me what i want baby come hold me tight and when im drowning save me give it to me on a daily  if im your girl say my name boy let me know im in control we both grown so how we feel we can let it show i i i wont play around i i i i wanna lay you down i i i i need you now i need you now  i dont wanna give you the wrong impression i need love and affection and i hope im not sounding too desperate i need love and affection love love love love and affection love love loveeeeeee and affection  boy lately youve been stingy with your time got me wondering im wondering if im on your mind boy i just wanna be in your possession you say im the one you want so come express it  dont slip dont slip cause a nigga might push upon it dont really wanna lose this moment why window shop when you own this i i i dont put it down i i i dont fuck around i i i i want you now i want you now  i dont wanna give you the wrong impression i need love and affection and i hope im not sounding too desperate i need love and affection love love love love and affection love love loveeeeeee and affection  can you love me for poor im searching for my soul who ever turned you cold you need to let him know i can work miracles ill work your physical and when i love you close you can feel my heart beating through my clothes  future  i dont wanna give you the wrong impression i need love and affection and i hope im not sounding too desperate i need love and affection love love love love and affection love love loveeeeeee and affection,Rihanna
ladies and gentlemen to those among you who are easily frightened we suggest you turn away now to those of you who think they can take it we say welcome to the mad house  aaaaaah oooooh aaaaaah oooooh mad house  na na na na na come on come on come on in come on come on in mad house  aaaaaah oooooh aaaaaah oooooh welcome to the mad house  na na na na na come on come on come on in come on come on in,Rihanna
nicki minaj nicki minaj rihanna i mean come now its barbie bitch  rihanna haaaa ooooh ooh oh ooh oh haaaa ooooh ooh oh ooh oh mad house nah nah nah nah nah nah nah nah nah nah nah nah  come on come on come on in come on come on in mad house   nicki minaj guess who you bitches is rihrih lam go get me strawberry kiwi fashion week in paris was nice nice every designer had my size size ha ha ha ha ha ha  switch my hair they gon copy hercopy her switch my gear they gon copy her copy her lllook at how they stare just to copy her copy her well roger that did you copy that cccopycat    rihanna haaaa ooooh ooh oh ooh oh haaaa ooooh ooh oh ooh oh mad house nah nah nah nah nah nah nah nah nah nah nah nah  nicki minaj so whats a barbie to do  rihanna come on come on come on in come on come on in  nicki minaj its barbie bitch  back door because i am leaving want more but now they just greedy yo tell them to go make dem want we dont misguide collar up shades low and im in disgiuse  switch my hair they gon copy her copy her switch my gear they gon copy her copy her lllook at how they stare just to copy her copy her well roger that did you copy that cccopycat    rihanna haaaa ooooh ooh oh ooh oh haaaa ooooh ooh oh ooh oh mad house nah nah nah nah nah nah nah nah nah nah nah nah come on come on come on in come on come on in  nicki minaj i am ggoing home i am ggoing home i shut it down already i am ggoing home its like im the baddest barbie in the fucking world in the fucking world i am ggoing home i shut it down already i am ggoing home  you ready for the show we get alot of dough and you already know yea you already know that i den shut it down thats why im goin home,Rihanna
i didnt mean to end his life i know it wasnt right i cant even sleep at night cant get it off my mind i need to get out of sight before i end up behind bars  what started out as a simple altercation turned into a real sticky situation me just thinking on the time that im facing makes me wanna cry  cause i didnt mean to hurt him coulda been somebodys son and i took his heart when i pulled out that gun  rum bum bum bum rum bum bum bum rum bum bum bum man down rum bum bum bum rum bum bum bum rum bum bum bum man down  oh mama mama mama i just shot a man down in central station in front of a big ol crowd oh why oh why oh mama mama mama i just shot a man down in central station  its a 22 i call her peggy sue when she fits right down in my shoes what do you expect me to do if youre playing me for a fool i will lose my cool and reach for my fire arm  i didnt mean to lay him down but its too late to turn back now dont know what i was thinking now hes no longer living so imma bout to leave town  cause i didnt mean to hurt him coulda been somebodys son and i took his heart when i pulled out that gun  rum bum bum bum rum bum bum bum rum bum bum bum man down rum bum bum bum rum bum bum bum rum bum bum bum man down  oh mama mama mama i just shot a man down in central station in front of a big ol crowd oh why oh why oh mama mama mama i just shot a man down in central station  look i never thought id do it never thought id do it never thought id do it oh gosh what ever happened to me ever happened to me ever happened to me why did i pull the trigger pull the trigger pull the trigger boom and end a nia end a nias life so soon when mi pull the trigger pull the trigger pull it pon you somebody tell me what im gonna what im gonna do  rum bum bum bum rum bum bum bum rum bum bum bum mi say wah man down a weh mi say rum bum bum bum rum bum bum bumm rum bum bum bum when mi went downtown  cause now imma criminal criminal criminal oh lord a mercy now i am a criminal man down tell the judge please gimme minimal run out a town none a dem cah see mi now  oh mama mama mama i just shot a man down in central station in front of a big ol crowd oh why oh why oh mama mama mama i just shot a man down in central station,Rihanna
eve ay yo it all started with a simple conversation everything was good until we had that altercation screaming in my face he should have known i wouldnt take it should have been long gone but the fighter in me faced it i tried to calm him down really man i tried to save him i even called his people like you better come and take him you better come and get him fore he ends up on a table fighting for his life or his record with a label never put his hands on me again man life gone and i never regret my whole life long cause he did it to himself all the fault was his i dont feel bad thats just what it is should have known better speaking to me like a kid should have just let it go would have let him live ha ha would have let him live  rihanna cause i didnt mean to hurt him coulda been somebodys son and i took his heart when i pulled out that gun  rum pa pa pum rum pa pa pum rum pa pa pum man down rum pa pa pum rum pa pa pum rum pa pa pum man down  oh mama mama mama i just shot a man down in central station in front of a big old crowd oh why oh why oh mama mama mama i just shot a man down in central station  its a 22 i call her peggy sue when she fits right down in my shoes what do you expect me to do if theyre playing me for a fool i will lose my cool and reach for my fire arm  i didnt mean to lay him down but its too late to turn back now dont know what i was thinking now hes no longer living so imma bout to leave town  cause i didnt mean to hurt him coulda been somebodys son and i took his heart when i pulled out that gun  rum pa pa pum rum pa pa pum rum pa pa pum man down rum pa pa pum rum pa pa pum rum pa pa pum man down  oh mama mama mama i just shot a man down in central station in front of a big old crowd oh why oh why oh mama mama mama i just shot a man down in central station,Rihanna
listen closely hear the music playin let it take you to places far away and relax your senses just do what you wanna do no need for questions its all there for you  chorus and its so amazing you cant escape it the movement takes you and never let you go  cant you feel the music in the air close your eyes let the rhythm take you there doesnt matter who you are or where youre from come and dance in the music of the sun forget about your troubles its alright let go until we see the mornin light  feel the beat as the bodies move as one come and dance in the music of the sun the sun come and dance in the music of the sun the sun come and dance in the music of the sun the sun  so real so right cant explain the feeling like a sunlight brings the life new meaning no need for stressing praying for another day no second guessing just trust me when i say  chorus and its so amazing you cant escape it the movement takes you and never let you go  cant you feel the music in the air close your eyes let the rhythm take you there doesnt matter who you are or where youre from come and dance in the music of the sun,Rihanna
new on the streets my names rihanna  im a soldier true and true i know i make it true the storm i really want you to realize i really want you to put me on ive been searching for some fire to let me be all i can be music is my inspiration its the only thing i need  new on the streets my names rihanna  so i tryed my best en prayed to god my dreams will all turn real cause there is a fire burning in my heart i hope you all can feel to my music i be faithful you know i give my all and all true the good times and the bad times and the winter spring and fall  new on the streets my names rihanna rihanna my name is rihanna yeah,Rihanna
mustard on the beat ho  i was good on my own thats the way it was thats the way it was you was good on the low for a faded fuck on some faded love shit what the fuck you complaining for feeling jaded huh used to trip off that shit i was kickin to you had some fun on the run though i give it to you  but baby dont get it twisted you was just another nigga on the hit list tryna fix your inner issues with a bad bitch didnt they tell you that i was a savage fuck your white horse and a carriage bet you never could imagine never told you you could have it  you needed me ooh you needed me to feel a little more and give a little less know you hate to confess but baby who you needed me  you been rollin around shit im rollin up light and roll it up break it down like a pound shit was never us shit was never us thats the real on the real are you serious how you feel how you feel used to trip off that shit i was kickin to ya had some fun on the run though i give it to ya  but baby dont get it twisted you was just another nigga on the hit list tryna fix your inner issues with a bad bitch didnt they tell you that i was a savage fuck your white horse and a carriage bet you never could imagine never told you you could have it  you needed me ooh you needed me to feel a little more and give a little less know you hate to confess but baby who you needed me,Rihanna
mustard on the beat ho  i was good on my own thats the way it was thats the way it was you was good on the low for a faded fuck on some faded love shit what the fuck you complaining for feeling jaded huh used to trip off that shit i was kickin to you had some fun on the run though i give it to you  but baby dont get it twisted you was just another nigga on the hit list tryna fix your inner issues with a bad bitch didnt they tell you that i was a savage fuck your white horse and a carriage bet you never could imagine never told you you could have it  you needed me ooh you needed me to feel a little more and give a little less know youre here to confess but baby who you needed me  you been rollin around shit im rollin up light and roll it up break it down like a pound shit was never us shit was never us thats the real on the real are you serious how you feel how you feel used to trip off that shit i was kickin to ya had some fun on the run though i give it to ya  but baby dont get it twisted you was just another nigga on the hit list tryna fix your inner issues with a bad bitch didnt they tell you that i was a savage fuck your white horse and a carriage bet you never could imagine never told you you could have it  you needed me ooh you needed me to feel a little more and give a little less know youre here to confess but baby who you needed me,Rihanna
ghost in the mirror i knew your face once but now its unclear and i cant feel my body now im separate from here and now a drug and a drink we lost connection oh come back to me so i can feel alive again soul and body try to mend  its pulling me apart this time everything is never ending slipped into a peril that ill never understand this feeling always gets away wishing i could hold on longer it doesnt have to feel so strange to be in love again to be in love again to be in love again  lost in the mirror i knew your face once but now its unclear and i cant feel my body now im separate from here and now  its pulling me apart this time everything is never ending slipped into a peril that ill never understand this feeling always gets away wishing i could hold on longer it doesnt have to feel so strange to be in love again to be in love again to be in love again,Rihanna
911 its a critical emergency better run run run come and charge him with the 143 told me his world was mine such a beautiful lie now hes done done done and this love is no more for me  hand in the air as he waves me goodbye he said he care but no tears in his eyes and ask me if im alright ngga is you blind  like a bullet your love hit me to core i was flying til you knocked me to the floor and its so foolish how you keep me wanting more im screaming murderer how could you murder us i call it murder no love allowed  yeah yeah yeah yeah yeah oh yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah  fifofum like the sky has fallen down on me numb numb numb hes so cold he doesnt feel a thing  broken heart was the case wanna put him away hes the only one one one i ever let get the best of me  hand inna the air as he waved me goodbye he said he care but no tears in his eyes and asked me if im alright ngga is you blind  like a bullet your love me hit me to core i was flying til you knocked me to the floor and its so foolish how you keep me wanting more im screaming murderer how could you murder us i call it murder no love allowed  yeah yeah yeah yeah yeah oh yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah  usually im the one that they cry for but this man hes the one that id die for mama said theres no cause for a rebel do you hear me now  ooooh ooooh ooooh no love no love no love allowed  like a bullet your love me hit me to core i was flying til you knocked me to the floor and its so foolish how you keep me wanting more im screaming murderer how could you murder us i call it murder no love allowed,Rihanna
youll always be mine sing it to the world always be my boy ill always be your girl nobodys business aint nobodys business aint nobodys business but mine and my baby mine and my baby but mine and my baby but mine and my baby oooh  i love to love to love you baby i love to love to love you baby me and you get it aint nobodys business said it aint nobodys business  your love is perfection please point me in the right direction imma give you all my affection every touch becomes infectious lets make out in this lexus theres no other love just like this a life with you i want then can we become loves persona  youll always be the one that i wanna come home to boy let me love you and show you how special you are i wanna be your baby youll always be my baby tell me what you want now  lets sing it to the world baby give me time imma be your girl i wanna make you mine and it aint nobodys business it aint nobodys business it aint nobodys business it aint nobodys business just mine and my baby  your love is perfection please point me in the right direction imma give you all my affection every touch becomes infectious lets make out in this lexus theres no other love just like this a life with you i want then can we become loves persona  youll always be the one that i wanna come home to girl let me love you and show you how special you are i wanna be your baby youll always be my baby tell me what you want  sing it to the world baby give me some you gon be my girl i wanna make you mine and it aint nobodys business it aint nobodys business it aint nobodys business it aint nobodys business just mine and my baby  aint nobodys business said it aint nobodys business it aint nobodys business it aint nobodys business  youll always be mine mine sing it to the world world baby always be my boy always be my girl nobodys business nobodys business aint nobodys business aint nobodys business aint nobodys business nobody but mine and my baby,Rihanna
aint none of this shit promised aint none of this promised aint none of this shit promised aint none of this promised aint none of this shit certain aint none of this certain aint none of us perfect i hope it was worth it  rihanna shoppin in paris we gon go shoppin in paris nigga they cant even compare us they cant even compare us were rarer than niggas rarer than niggas i never did mention that she aint comin that shit aint common we swimmin in money we drownin in hundreds i keep a duffle bag on me like tity boi and dolla bruh we aint takin that weed oh no and if they dont love me fuck whatcha talkin bout im in love with the cash i put that on my mama and father  rihanna aint none of this shit promised aint none of this promised aint none of this shit promised aint none of this promised aint none of this shit certain aint none of this certain aint none of us perfect i hope it was worth it  rihanna goin to france we gon vacation in france nigga advanced niggas cant nobody stop me im past niggas im past my limit im drunk and im blowin a whole lot of gas nigga ten million in cash put up in a stash its under my mattress i put the money in the ground like my nigga frank luke got a turbo porsche and i dont even move it im back on the green its so hard not to use it im continuously winnin my nigga i cant see me losin   aint none of this shit promised aint none of this promised aint none of this shit promised aint none of this promised aint none of this shit certain aint none of this certain aint none of us perfect i hope it was worth it  rihanna aint none of this promised aint none of this promised aint nothin in life guaranteed put that on my mama aint none of this shit promised aint none of this aint none of it promised aint none of this certain not even one of us perfect aint none of this shit promised aint none of this aint none of this promised aint none of this shit promised aint none of this aint none of this promised aint none of this shit promised aint none of this aint none of it promised aint none of this shit none of this shit none of this aint none of it promised i love you money i love you money ima never put a nigga above this money ima wake up and just hug this money yeah yeah   aint none of this shit promised aint none of this aint none of this promised aint none of this shit promised aint none of this aint none of this promised aint none of this shit promised aint none of this aint none of it promised aint none of this shit none of this shit none of this aint none of it promised,Rihanna
took a chance roll the dice of me and you opened up let you in my world like a dance started slow and then love took control swept away so proud to be your girl when you read a story much to fast sometimes a happy ending doesnt last  now i know that love aint meant to be a play thing now i know its not an ordinary everyday thing now i know that when this ride is so amazing when its wrong you gotta let it go now i know now i know  remember when we said our love would last forever but then again how are we to know there come a time that love will change like stormy weather a sunny day will suddenly turn cold time will teach you all you need to learn but therell always be a first time you get burned  now i know that love aint meant to be a play thing now i know its not an ordinary everyday thing now i know that when this ride is so amazing when its wrong you gotta let it go now i know now i know  i dont regret a single day joy and pain along the way a broken hearts the price we pay as sad as it may seem baby cant you see its the way its gotta be  now i know that love aint meant to be a play thing now i know its not an ordinary everyday thing now i know that when this ride is so amazing when its wrong you gotta let it go now i know now i know yeah now i know i know,Rihanna
ecstasyin the air i dont care cant tell me nothing im impaired the worst for wear cause  im going numb im going numb im going numb im going numb im going numb im going numb im going numb im going numb im going numb im going numb  cant you see aint it clear i dont care get closer to me if you dare i double dare cause  im going numb im going numb im going numb im going numb im going numb im going numb im going numb im going numb im going numb im going numb  im plastered dry walk look me in my eyeball do i look hot no i love the way you lie girl yeah yeah yeah come here dear im trying to get closer to you im motioning you to pull over you boo im the siren that youre hear hear im the butt police and im looking at your rear rear rear but the odds are imma end up in the back of a squad car by the end of tonight im a rock star get your wind up its attack of the oddball homie can you show me where the gosh darn bath salts are cause im sick of sniffing asphalt every thought scarred got now my pants at the crosswalk its suspenders and i cant feel my lips cause  im going numb im going numb im going numb im going numb im going numb im going numb im going numb im going numb im going numb im going numb,Rihanna
kardinal offishall life is up everybody  rihanna the tide is high but im holding on im gonna be your number 1 im gonna want number 1  kardinal offishall she just my one time lover pretty little thing nothin but a pretty woman that id fling she even knows she want to be the queen to my king she aint nothin but where i  someone that i would use to boss my she wouldnt know she on the left on the rest number 2 on my mind there no way she could be my girl she steady while tryin to come into my world  rihanna the tide is high but im holding on im gonna be your number 1 im gonna want number 1  kardinal offishall she just my trophy piece only i i never ever want to call her never ever want to bring her around my friends shed be cryin on the phone but she know who i am  voice to the people family says i leave her i dont have time for the play play she a good chick yo but im married to the related to the related to the paper tryin to get my name put it on the skyscraper theres no way she could be my wife she steady while tryin to come into my life  rihanna the tide is high but im holding on im gonna be your number 1 im gonna want number 1  those other girls aint nothing like me just give me the chance and boy you will see that im not the kind of girl who just gets down like that  kardinal offishall on the rim i aint gonna front you the box to the a lot hound dogs on the hunt you the push to the to a letter push roll you the artist and the but you aint what i want i want this this tryin get in the business just tryin walk visit  theres no way you could get that ring but i hear  in the place  rihanna the tide is high but im holding on the tide is high im gonna be your number 1 number 1 im gonna want number 1  the tide is high but im holding on holding on im gonna be your number 1 im gonna want number 1  kardinal offishall life is up everybody,Rihanna
la la la la la la la la la la la la la la la la  i want you to love me like im a hot ride keep thinkin of me doin what you like so boy forget about the world cuz its gon be me and you tonight i wanna make you beg for it then imma make you swallow your pride  chorus want you to make me feel like im the only girl in the world like im the only one that youll ever love like im the only one who knows your heart only girl in the world like im the only one thats in command cuz im the only one who understands how to make you feel like a man  want you to make me feel like im the only girl in the world like im the only one that youll ever love like im the only one who knows your heart only one  want you to take it like a thief in the night hold me like a pillow make me feel right baby ill tell you all my secrets what im keepin you can come inside and when you enter you aint leavin youll my prisoner for the night  chorus want you to make me feel like im the only girl in the world like im the only one that youll ever love like im the only one who knows your heart only girl in the world like im the only one thats in command cuz im the only one who understands like im the only one who knows your heart only one  take me for a ride ride oh baby take me high high let me make you first first oh make it last all night night take me for a ride ride oh baby take me high high let me make you first first make it last all night night  chorus want you to make me feel like im the only girl in the world like im the only one that youll ever love like im the only one who knows your heart only girl in the world like im the only one thats in command cuz im the only one who understands how to make you feel like a man  only girl in the world girl in the world only girl in the world girl in the world,Rihanna
whats up i know we havent spoken for a while but i was thinkin bout you and it kinda made me smile so many things to say and ill put em in a letter and it might be easier the words might come out better hows your mother hows your little brother does he still look just like you so many things i wanna know the answers to wish i could press rewind and rewrite every line to the story of me and you  dont you know ive tried and ive tried to get you out my mind but it dont get no better as each day goes by and im lost and confused ive got nothing to lose hope to hear from you soon ps im still not over you still not over you  excuse me i really didnt mean to ramble on but theres a lot of feelings that still remain after you were gone i guess you thought that i would put it all behind me but it seems theres always somethin right there to remind me like a silly joke or somethin on the tv boy it aint easy when i hear our song i get that same old feeling wish i could press rewind turn back the hands of time and i shouldnt be telling you  dont you know ive tried and ive tried to get you out my mind but it dont get no better as each day goes by and im lost and confused ive got nothing to lose hope to hear from you soon ps im still not over you still not over you  did you know i kept all of your pictures dont have the strength to part with them yet oh no tried to erase the way your kisses taste but some things a girl can never forget  dont you know ive tried and ive tried to get you out my mind but it dont get no better as each day goes by and im lost and confused ive got nothing to lose hope to hear from you soon ps im still not over you still not over you,Rihanna
i fly like paper get high like planes if you catch me at the border i got visas in my name if you come around here i make em all day i get one down in a second if you wait  i fly like paper get high like planes if you catch me at the border i got visas in my name if you come around here i make em all day i get one down in a second if you wait  pirate skulls and bones sticks and stones and weed and bombs running when we hit em lethal poison through their system  no one on the corner has swag like us hit me on my banner prepaid wireless we pack and deliver like ups trucks a radio in hell just pumping that gas  all i wanna do is bang bang bang bang and kkkaaaa ching and take your money  all i wanna do is bang bang bang bang and kkkaaaa ching and take your money  all i wanna do is bang bang bang bang and kkkaaaa ching and take your money  mia third world democracy yeah i got more records than the kgb so uh no funny business  some some some i some i murder some i some i let go some some some i some i murder some i some i let go,Rihanna
why are you so paranoid dont be so paranoid dont be so  baby dont worry bout it hey there dont even think about it you worry bout the wrong things the wrong things you worry bout the wrong things the wrong things you worry bout the wrong things the wrong things you worry bout the wrong things the wrong things  tell me right now you really wanna spend your whole life alone a little time out might do you good might do us good fore we be done for good coz i can make it good i can make it hood i can make you come i can make you go i can make it high i can make it fly make you touch the sky hey maybe so all the time you be up in my checking through my cellphone baby no you wanna kill the vibe on another night heres another fight oh here we go oh here we go  baby dont worry bout it lady well go out to the floor  anyway they dont know you they dont know like i do theyll never know never know you anyway they dont know you never know like i do theyll never know you  all of the time you wanna complain about the nights alone so now youre here with me show some gratitude leave the attitude way back at home yeah you see em look baby let em look give you cold looks cuz we look cold yeah you heard about all the word of mouth dont worry about what we cant control all the talk in the world lost in the world til you finally let that thing go you wanna check into the heartbreak hotel but sorry were closed  baby dont worry bout it baby well go out to the floor  anyway hey they dont know you like i do hey theyll never know never know you anyway they dont know you they dont know like i do theyll never know you  baby dont worry about it baby dont even think about it you worry bout the wrong things the wrong things you worry bout the wrong things the wrong things you worry bout the wrong things the wrong things you worry bout the wrong thing  anyway they dont know you like i do theyll never know you anyway they dont know you like i do theyll never know you  anyway they dont know you like i do theyll never know you anyway they dont know you like i do theyll never know you,Rihanna
heres a little story i gotta tell bout this boy i know so well back in the day was cool and all he fell in love i fell in love i thought he was the one for me other boys i could not see and look what happened to our love im like how could it be  it shoulda been me and you it coulda been you and me but boy you broke my heart and now im standing there it shoulda been me and you it coulda been you and me  now all i got are these photographs all ive got all ive got all ive got are these photographs all ive got all ive got  its nothing without you you you got nothing without you you you got nothing without you  now baby its killing me im saying its killing me the fact that you aint around baby im falling down i need me a remedy been looking for remedys i need you to be around baby im hurting now i know youre a better man when i was your girl this land is a better land when youre in my world  today will be better babe the day went out yesterday so happy and lovely hey hey hey  all ive got all ive got all ive got are these photographs all ive got all ive got  its nothing without you you you got nothing without you you you got nothing without you  all ive got are these photographs i remember when i used to make you laugh i dont wanna be stuck in the past but youre all that i have that i had and i dont wanna lose what weve felt this far this is me and you youre my superstar ill give anything baby heres my heart my heart my heart  will i am verses my heart dont stop my heart be beating over my loving never stops even though that its over girl i been reminiscing with that way that casanova we back when we was kissing on your grandmamas sofa girl i got us luvvydubby on my photo album i got them pictures back when i was rocking calvin klein you had your best jeans on looking sexy on home girl why couldnt i be the one  why why why why couldnt i be the one why why why why couldnt you be the one why why why why couldnt you be the one why why why  all ive got all ive got its nothing without you all ive got all ive got its nothing without you you you its nothing without you you you its nothing without you all ive got its nothing without all ive got its nothing without all ive got all ive got are these photographs,Rihanna
i see you walk nothing that they aint they do i hear you boy it aint that my babe i see you walk nothing nothing that they do  i love it then come and get it i know that you fuckin wid it you see me you like it huh heels givenchy huh love it then play it back plus where the 40 at im fcking you cheap thrill on top of my 50 mill  he eatingthecakekilla he on it but dont kill her my jewelers are diamond rollers my rock chinchilla some more raw fun im rolling like rock stars i got 50 mthafers in my watch with my bentz down  phresh out the runway phresh out phresh out the runway phresh out phresh out the runway phresh  phresh out the runway bitch im phresh out the runway phresh out phresh out the runway phresh out phresh out the runway phresh out phresh out the runway  phresh out the runway phresh out phresh out the runway phresh out phresh out the runway phresh out phresh out the runway phresh out phresh out the runway phresh out phresh out the runway phresh out phresh out the runway phresh out phresh out hold up  venus and outer coast my bitches dont know fck with her my designer drip to the fking flo be out in that they like em in all them honey stuffs monas are rolling loudies and my bitches so bvalgari bodies of dulcattisll do what the fk you want i bet you niggas gon be like bitch dis my fking song how could you be so hood but you so fking pop how could you be so fun and sound like you selling rocks  whats on my chain dollars whats on my chain dollars all of the bank dollars got change for small dollars everything plain dollars i was in the back line im standing in the back line youre goin up against now  phresh out the runway phresh out phresh out the runway phresh out phresh out the runway phresh  phresh out the runway bitch im phresh out the runway phresh out phresh out the runway phresh out phresh out the runway phresh out phresh out the runway  phresh out the runway phresh out phresh out the runway phresh out phresh out the runway phresh out phresh out the runway phresh out phresh out the runway phresh out phresh out the runway phresh out phresh out the runway phresh out phresh out hold up  i see you walk i hear your walk in a little bit i hear your walk  i bet you wanna know what my crew about you really wanna know how we get down walk up in this bitch like we own this ho own this ho like we own this ho i bet you wanna know what im all about you really wanna know how i get down walk up in this bitch like i own this ho own the ho  phresh out the runway phresh out phresh out the runway phresh out phresh out the runway phresh  phresh out the runway bitch im phresh out the runway phresh out phresh out the runway phresh out phresh out the runway phresh out phresh out the runway  phresh out the runway phresh out phresh out the runway phresh out phresh out the runway phresh out phresh out the runway phresh out phresh out the runway phresh out phresh out the runway phresh out phresh out the runway phresh out phresh out hold up  i see you walk i hear your walk in a little bit i hear your walk  phresh out phresh out the runway phresh out phresh out the runway,Rihanna
come mr dj song pon de replay come mr dj wont you turn the music up all the gyal pon the dancefloor wantin some more watts come mr dj wont you turn the music up  come mr dj song pon de replay come mr dj wont you turn the music up all the gyal pon the dancefloor wantin some more watts come mr dj wont you turn the music up  it goes 1 by 1 even 2 by 2 everybody on the floor let me show you how we do lets go dip it low then you bring it up slow wine it up 1 time wine it back once more  run run run run everybody move run let me see you move and rock it til the grooves done shake it til the moon becomes the sun sun everybody in the club give me a run run if you ready to move say it yeah yeah one time for your mind say it yeah yeah well im ready for ya come let me show ya you want to groove im a show you how to move come come  come mr dj song pon de replay come mr dj wont you turn the music up all the gyal pon the dancefloor wantin some more watts come mr dj wont you turn the music up  come mr dj song pon de replay come mr dj wont you turn the music up all the gyal pon the dancefloor wantin some more watts come mr dj wont you turn the music up  hey mr please mr dj tell me if you hear me turn the music up  hey mr please mr dj tell me if you hear me turn the music up  it goes 1 by 1 even 2 by 2 everybody in the club gon be rockin when im through let the bass from the speakers run through ya sneakers move both ya feet and run to the beat  run run run run everybody move run lemme see you move and rock it til the grooves done shake it til the moon becomes the sun sun everybody in the club give me a run run if you ready to move say it yeah yeah one time for your mind say it yeah yeah well im ready for ya come let me show ya you want to groove im a show you how to move come come  come mr dj song pon de replay come mr dj wont you turn the music up all the gyal pon the dancefloor wantin some more watts come mr dj wont you turn the music up  come mr dj song pon de replay come mr dj wont you turn the music up all the gyal pon the dancefloor wantin some more watts come mr dj wont you turn the music up  hey mr please mr dj tell me if you hear me turn the music up  hey mr please mr dj tell me if you hear me turn the music up  ok everybody get down if you feel me come and put your hands up to the ceiling  everybody get down if you feel me come and put your hands up to the ceiling  everybody get down if you feel me come and put your hands up to the ceiling  everybody get down if you feel me come and put your hands up to the ceiling  come mr dj song pon de replay come mr dj wont you turn the music up all the gyal pon the dancefloor wantin some more watts come mr dj wont you turn the music up  come mr dj song pon de replay come mr dj wont you turn the music up all the gyal pon the dancefloor wantin some more watts come mr dj wont you turn the music up,Rihanna
elephant man woo di club is gettin warma guess who is back up in yuh corna love to see di girls dem whinnin up wid dem dolce and dem gabbana this is elephant man and rihanna can i hear yuh seh tun it up mr dj mr dj mr dj mr dj tun it up mr dj mr dj mr dj mr dj can i hear everybody say tun it up when yuh hear this tune a play tun it up tun it up mr dj tun it up this is elephant man and rihanna come on  verse it goes one by one even two by two everybody on the floor let me show you how we do lets go dip it low then you bring it up slow wine it up one time wine it back once more come run run run run everybody move run let me see you move and rock it till the groove done shake it till the moon becomes the sun sun everybody in the club give me a run run if you ready to move say it yeah one time for your mind say it yeah yeah well im ready for ya come let me show ya you want to groove im a show you how to move come come  chorus come mr dj song pon de replay come mr dj wont you turn the music up all de gal pon de dancefloor wantin some more come mr dj wont you turn the music up come mr dj song pon de replay come mr dj wont you turn the music up all de gal pon de dancefloor wantin some more come mr dj wont you turn the music up  elephant man tun it up some more tun it up tun itit up tun it up tun it up tun it up tun it up tun it up tun it up some more tun it up tun it up tun it up tun it up tun it up tun it up tun it up tun it up tun it tun it up tun it up it up tun it up tun it up tun it up tun it tun it up some tun it up tun it u it up tun it up tun it up  verse it goes one by one even two by two everybody in the club gon be rockin when im through let the bass from the speakers run through ya sneakers move both ya feet and run to the beat come run run run run  everybody move run let me see you move and rock it till the groove done shake it till the moon becomes the sun sun everybody in the club give me a run run if you ready to move say it yeah one time for your mind say it yeah yeah well im ready for ya come let me show ya you want to groove im a show you how to move  chorus come mr dj song pon de replay come mr dj wont you turn the music up all de gal pon de dancefloor wantin some more come mr dj wont you turn the music up come mr dj song pon de replay come mr dj wont you turn the music up all de gal pon de dancefloor wantin some more come mr dj wont you turn the music up  elephant man come on can i hear everybody say tun it up when yuh hear this tune a play tun it up tun it up mr dj tun it up tun it up tun it up till yuh bun it up well come on well if yuh caan tek di pressa girls whinnin up and gettin wetta when yuh seh fi tun it up we tun it up tun it up fi di betta dem haffi tek we out pon stretcha come on  bridge ok everybody get down if you feel me come and put your hands up to the ceiling everybody get down if you feel me come and put your hands up to the ceiling everybody get down if you feel me come and put your hands up to the ceiling everybody get down if you feel me come and put your hands up to the ceiling  chorus come mr dj song pon de replay come mr dj wont you turn the music up all de gal pon de dancefloor wantin some more come mr dj wont you turn the music up come mr dj song pon de replay come mr dj wont you turn the music up all de gal pon de dancefloor wantin some more come mr dj wont you turn the music up,Rihanna
intro oh yeah yeah yeah yeah yeah yeah oh yeah yeah  verse 1 stir it up porridge gettin dope so rich ah smoke it and i aint never liked a broke bitch i dont never fucked with a hoe bitch quiet down  chorus ohohoh shit soohoh rich eyes low im so loaded eyes pose bitch  verse 2 take it off wanna see you work it like oh my god pose bitch and that thang is out i know you know pose bitch and you bounce it like i know you know bitch i know you know bitch i know you know stay low all my haters soso broke pipe down all these niggas also broke pose bitch  chorus ohohoh shit soohoh rich fired up loaded ah pose bitch  verse 3 yazzzz bitch let me see you get it no no no flexin i know that you with it pose bitch take a photo flick flick flick for fuckin sho doe all you lame ass bitches is a no go and if with it go fucking loco loco  chorus ohohoh shit so loaded eyes low i am so lit eyes pose bitch,Rihanna
